,text,prediction
712,RT @JDinCalgary: @AirCanada tried buying upgrade for flight but while entering cc info got booted out retried and price went up by 50 bucks…,negative
713,"@AirCanada I gave my seat away in Calgary because you confirmed I would have a seat on the very next @united flight. That never happened,",neutral
714,@meg_fahey @AirCanada Which cruise are you going on? We just got back,positive
715,"Delayed @AirCanada flight. Surprise! Bar's open, yeah? This is how we find out how easily my sister is embarrassed… https://t.co/K1xPbdoGoY",negative
716,@hopkinsjeff @AirCanada service with a smile?,negative
717,@FlightNetwork @AirCanada shame on you greedy corporations.,negative
718,@FlightNetwork @AirCanada I guess you understand that one must be in extenuating circumstances and that's your opportunity to capitalize.,negative
719,@FlightNetwork @AirCanada I found brand new one way tickets that are cheaper! https://t.co/yni2DrdOU8,negative
720,@FlightNetwork @AirCanada do you realize how insane that sounds? To EXTEND the return. That's it.,negative
721,@FlightNetwork @AirCanada I've never heard anything more ridiculous than you charging me almost $800 to extend my return on a $1150 flight,negative
722,@AirCanada tried buying upgrade for flight but while entering cc info got booted out retried and price went up by 50 bucks #falseadvertising,negative
723,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
724,Thanks @WestJet for making our travels smooth! Flight delays to start but we got home WITH LUGGAGE as scheduled!!!! @AirCanada take note!,negative
725,@AirCanada Does priority bag tag really mean anything?  #lastbag #halifaxairport #yhz,negative
726,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
727,"@McGeeSmith I'm FF with AC. Always had issues when flying other *A carriers. Alliance needs some work, imho. @AirCanada @united",negative
728,"@AirCanada haha no they're not, how would you feel without your clothes for 4 days? Everyone gives me a different answer",negative
729,@golfski27 @kggolf @AirCanada luckily have a set down there,neutral
730,"RT @OliverHeldens: .@AirCanada didnt let my tourmngr board, sayin his ETA wasn't valid. Now he texts me they found out Its actually valid,b…",negative
731,@AirCanada it has been sent,neutral
732,@mac9919 @kggolf @AirCanada did you get your clubs make it?,negative
733,Hey @AirCanada we want to go to Vancouver to visit family! Section 216 #fanflight https://t.co/hqjWrVZHpW,neutral
734,#Fanflight @AirCanada #Oilers if i needed to put my section i am in section 103 row 21 seat 8.,neutral
735,@EdmontonOilers @AirCanada sorry I didn't give a reason.  I'd love to take my dad @Johnscn1 on a father son trip!,positive
736,We would LOVE to see the #canadian east coast #halifax Missing our friends who have moved away!!! #fanflight… https://t.co/CYmhLfyYwH,neutral
737,I'd love to fly to the maritimes and eat all the seafood! <U+2708><U+FE0F><ed><U+00A0><U+00BE><ed><U+00B6><U+0080><ed><U+00A0><U+00BE><ed><U+00B6><U+0090><ed><U+00A0><U+00BD><ed><U+00B0><U+009F>@AirCanada @EdmontonOilers #fanflight section 115 row 24 seat 17,neutral
738,@AirCanada Still no information. Board says flight cancelled.extremely disappointing service.over 30 people left with no information,negative
739,RT @spectacularNWT: Looking for more #NWTSecrets? Here's a big one -- we're giving away 150 trips to #SpectacularNWT w/ @AirCanada! https:/…,neutral
740,"@AirCanada working on it, but chat window is frozen. Hopping on a flight to Chile and won't be coming back through YYZ!",negative
741,@BABAKca @AirCanada GREAT SHOT!!,positive
742,"RT @BABAKca: Wing Shot out of airbus 321 Exit row  BABAK Photo over NYC 
#BABAK #PhotoBABAK #WingShot #NYCphotographer  @AirCanada https://…",neutral
743,RT @RobFloodYYZ: All set for #SENA17 Stop by @AirCanada Cargo Booth 1587 to talk about #ACCoolChain &amp; shipping your seafood #FlyTheFlag #Ta…,negative
744,@knowlesm @BoeingAirplanes @British_Airways it's a treat. Have flown it several times with @ANA_Carrier and @AirCanada to #Tokyo #hongkong,negative
745,#greatcustomerservice from @united and @AirCanada gate/flight staff between Wichita and Halifax as we brought our Service Dog home today.,negative
746,@AirCanada help! I left my shure headphones on flight 367 into YYZ from BOS. Seat 12D. Any chance they've been found?,neutral
747,@AirCanada compelled to keep calling bag customer service who never ONCE updated us in 3 days. Recommend all your customers take note,negative
748,"@AirCanada FYI I had to use Priority Tracking Services via Ben Smith's office to get a satisfactory solution. Extreme,y helpful &amp; wasnt",negative
749,@kggolf ha ha my 4 1/2 hour original itinerary has drifted a little off course with a little  @AirCanada Magic.,negative
750,@WestJet reserve#US786295570 (after other was cancelled),negative
751,"@WestJet ordered car for $188, wrong drop off time, tried to change, now owe $400????want back my original. cartrawler said too bad",negative
752,Deadheading on #westjetencore #q400  to #torontoairport #torontopearson from #londonairport @WestJet… https://t.co/alegMsGKIT,neutral
753,Thanks @SunwingVacay for almost making us miss our flight out of Mexico and if you thought @WestJet seats were cramped don't try sunwing,negative
754,"@WestJet your customer service agent HUNG UP on me, I wasn't rude either",negative
755,@WestJet (3) but really disappointed. Assumed understanding when representing our country and can't stuff a gown in carry on as asked. <ed><U+00A0><U+00BD><ed><U+00B8><U+00A0><ed><U+00A0><U+00BD><ed><U+00B1><U+008E>,negative
756,@WestJet (2) of Regina was told to use kiosk while she stared from her desk then was 2lb over with gowns and was charged. And rude. Paid.,negative
757,"@WestJet (1/2)flying to Regina was a great experience! Very supportive of me representing yyc at mrs Canada. However, flying out from",positive
758,RT @CdnSportTourism: Meet @SportBurnaby  #PRESTIGE Award finalist: CSTA Sport Tourism Organization of the Year Award presented by @WestJet…,neutral
759,RT @CdnSportTourism: Meet @GranFondoBSM  #PRESTIGE Award finalist:CSTA Sport Tourism Organization of the Year Award presented by @WestJet #…,neutral
760,#Westjet passengers #UVF #StLucia to #Toronto needed to accompany #dogs to #YYZ airport. Thanks @WestJet  #lowfee… https://t.co/LIR5lsvo3Y,positive
761,@BbyGord @WestJet airline vouchers are meant to be given out with hope they expire before use ;),negative
762,@WestJet please help Car Trawler has screwed me over,negative
763,#ymm @WestJet flight delayed 45 mins. Customer service rep finds me in restaurant and gives gift card and apologizes for delay #ownerscare,negative
764,"@WestJet multiple calls,  Dept transfers, multiple made up roadblocks, on hold, then told can only book 30 days in advance.",negative
765,No such thing as concise procedure and customer service anymore. Failed multiple times now trying to use vouchers for @WestJet,negative
766,@British_Airways if this was @WestJet they would've went above and beyond. Very upset your staff gave wrong info to me,negative
767,@WestJet yes directly from Canada ... both times I was redirected to a cruise scam,negative
768,"@WestJet it's a debit card, dunno if that might be the problem? haven't got a credit card.",negative
769,@WestJet yep. it's a UK address. https://t.co/25eWldS19Q,neutral
770,@WestJet what is going on with your phone lines today? Everytime I call I'm redirected to a cruise scam?,negative
771,RT @redwoodwoof: Almost ready to roll back. @WestJet https://t.co/6135a5I4tC,neutral
772,"@WestJet Hi, whenever I try to purchase the ticket I'm trying to buy your website keeps rejecting my billing address as invalid…help?!",negative
773,Departing #yyc to #ymm via @FlyYYC Fri. One of the best cities in <ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>! @WestJet @nenshi @canada150th <U+2764><U+FE0F> https://t.co/ZQyFSZv7XV,negative
774,@WestJet done,negative
775,@WestJet I understand. Thx for the quick response.,negative
776,RT @WestJet: @Nickarelli We do recommend deleting your tweet containing your WestJet ID for security purposes.,neutral
777,@WestJet if you bring her vodka sodas you’ll smooth the waters,positive
778,"@WestJet , when you fly into Cancun, do you land at Terminal 2 or Terminal 3",negative
779,@WestJet Hi. Injured toe (possibly broken) &amp; very sore. Flying back to Canada Tuesday. Any way to change seat to emerg. aisle? Thx.,negative
780,Of all the airlines we fly @WestJet gets it...... it is all about the customer's experience !!! Love u guys. #thewhitehatter,negative
781,"Back home after a terrible redeye. 1st leg @WestJet , 2nd leg @AmericanAir. 1st gets late and I miss connection. AA refuses to give hotel!!",negative
782,Coming from a strong crime prevention background I laugh every time I see this on @WestJet magazine.... brilliant… https://t.co/hPzibrd19x,negative
783,"I'm not flying @WestJet this time, but regardless the most helpful people inside T3 at YYZ are your staff who take time to help everyone!",negative
784,"@WestJet thanks, will you hold our connecting flight out of YVR to YLW on  WS3266 so we can clear customs etc?",negative
785,RT @HfxStanfield: Celebrating @WestJet's continued expansion in Halifax. They’ve launched double daily service to Montreal! https://t.co/Iy…,negative
786,@WestJet ok...It would be good if you could get back to me regarding how I can make this work in the future,neutral
787,Almost ready to roll back. @WestJet https://t.co/6135a5I4tC,neutral
788,@WestJet Sitting in LAX waiting for WS1701 to YVR. Scheduled to leave 15 minutes ago and still no word on why a delay or when it will leave?,negative
789,@WestJet yes I update regularly,negative
790,@WestJet yes I do and that is how I checked in but the boarding pass  button was shaded out and not available to press,neutral
791,RT @WestJet: New best friends: @A_Sanch41 and this little fella. https://t.co/YIpzYe4HWk,negative
792,. @WestJet  my company will go @AirCanada  from now on,neutral
793,@WestJet I have already printed from home...But find it inconvenient that I couldn't download right to my android phone,negative
794,Way to go @WestJet .,neutral
795,"I’ve been a frequent flyer on @WestJet for years for work.  I take a #westjet vacation, and they screw me on the return flight 1/2",negative
796,@WestJet ok great thx!!,positive
797,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
798,@WestJet still couldn't figure it out...I think it is because I have an Android phone and not apple,negative
799,"RT @WBrettWilson: Why can't @WestJet depart on time?

Once again we leave the gate 5 minutes early. 

#HowDoIPlanMyLastMinutePhoneCalls??",negative
800,@WestJet Can you use a companion ticket along with any accrued WestJet $when booking a fare? Thx!,negative
801,@WestJet thanks for the info,positive
802,@WestJet you bet,neutral
803,@WestJet thank you. Hopefully with no weather issues it doesn't change. Appreciate the help,positive
804,"@WestJet I need to cancel flights due to a death in the family, is it easier for me to call the helpline?",negative
805,"@WestJet 664.  Any chance of further delays? Thank you and sorry to vent, culmination of 9 flights past 2 months.",negative
806,RT @IanInTheMac: Take off from @FlyYYC this morning via @WestJet #yyc https://t.co/otNcd5Rx7A,negative
807,"Not one to complain about flights, but this makes 9 straight delays (including cancellation) since Feb 1. Do better guys @WestJet @AirCanada",negative
808,Pua is a first class kinda piggy! Thank you to @brighton_marina and @westjet for the honeymoon… https://t.co/NU4qxP7zhH,positive
809,RT @SBudau: Hey @WestJet just spent 45 minutes on the phone to book a flight! SAD! #greyhoundofthesky,negative
810,@WestJet Thanks. Just sent a PM,negative
811,"Sad little @WestJet -er leaving his beloved Alberta for home in London, ON https://t.co/t1q4D1pxef",positive
812,@WestJet They say they don't know anything about it.,negative
813,"RT @bingham_humber: Sorry @WestJet. I'm struggling to think of something I'd want *less* on my vacation. Hepatitis B, maybe. https://t.co/t…",negative
814,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
815,"After a quick 16 hours of traveling, @WestJet brought us safely home to #Halifax. Au revoir #hawaii https://t.co/rKkcDJYWah",negative
816,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
817,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
818,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
819,@violet_raven @OrussellRussell @WestJet Hadn't even considered them <ed><U+00A0><U+00BE><ed><U+00B4><U+0094>,negative
820,@WestJet <ed><U+00A0><U+00BD><ed><U+00B8><U+0094> Definitely love you guys more but I don't love the almost 200 dollar difference. https://t.co/wAQgVpnqxs,negative
821,RT @SlayJonathan: Disney plane spotted on my way to #YYC at #YYZ @WestJet https://t.co/zOdWqJ6bfq,negative
822,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
823,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
824,Retweet if you're just as excited as me that @westjet liked my tweet <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> @abalanko @iamleomusic,positive
825,@hugh_keenan @rathlinred I know! And I've seen them in Bonavista. They nest on Rathlin too. Nothing stopping you with @WestJet YYT to DUB!,negative
826,RT @ibmcognos: How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #busi…,positive
827,How Cognos Analytics helps @WestJet run smoothly &amp; helps their guests have a great experience: https://t.co/525P6RedO0 #businessintelligence,positive
828,Disney plane spotted on my way to #YYC at #YYZ @WestJet https://t.co/zOdWqJ6bfq,negative
829,@OrussellRussell @MudderLori @WestJet my sis took sunwing one yr. Was cheaper then everyone and it was last min flight too,negative
830,Urge @WestJet to Stop Selling SeaWorld Tickets! https://t.co/5BBx21kOSk via @PETA,negative
831,@MudderLori @WestJet Check Porter also. They are supposed to be putting specials on I think.,negative
832,"Hey @WestJet I'm looking at flights for daughter from YYT to YYZ, We always fly WJ, but AC has you beat by almost 150 <U+2639><U+FE0F>Do you price match?",negative
833,@tyronedee @WestJet flying in Canada is stupid expensive! You can fly all over Europe for less than that...Canadiansgettingscrewed  smh,neutral
834,RT @WestJet: @Debby_Reis All of our direct flights to international destinations can be found on our website- check out https://t.co/wnNtnx…,neutral
835,Thank you @WestJet for getting me to Vegas safely! #vacationmode https://t.co/6SfhEIqv9K,negative
836,@WestJet flying from Edmonton to Abbotsford tomorrow night at 7:30,positive
837,@WestJet I have checked in for my flight on line but unable to download our boarding passes on my android phone! Please help!,negative
838,Thanks @WestJet for making our travels smooth! Flight delays to start but we got home WITH LUGGAGE as scheduled!!!! @AirCanada take note!,negative
839,@WestJet thanks for being so quick to help!<ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC> 3/4bags are with us so it's gotta be quick..couldn't have gone far<ed><U+00A0><U+00BD><ed><U+00B8><U+0086><ed><U+00A0><U+00BD><ed><,positive
840,@WestJet thank you!!! I'm sure it will be delivered ASAP...lucky we don't need much in paradise <ed><U+00A0><U+00BD><ed><U+00B1><U+008D><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC><ed><U+00A0><U+00BC><ed><U+00BC><U+00B4><U+2600><U+FE0F><ed><U+00A0><U+00BD><ed,positive
841,"@WestJet one of four bags didn't show<ed><U+00A0><U+00BE><ed><U+00B4><U+0094>. making the best of it with a #touriststore bathing suit for the little, her &amp; hubs have nothing here",negative
842,Please @WestJet tell me finding bags on a direct flight from #yeg to #pvr won't take long! We want to start this vacay!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0088><ed><U+00A0><U+00BD><ed><U+00B9><U+008C><ed><U+00A0><U+00BC><ed><U+00BF><U+00BC>,negative
843,"Sunset departure, sail away and an overnighter. 
@westjet glockinc #stmaarten #sxm #tncm… https://t.co/cZ21sTZz26",neutral
844,Hey @WestJet What's the easiest way to find direct flights you offer to everywhere outside of Canada/USA (w no stops in the US either)?,negative
845,@djblitzwpg at least @WestJet isn't screenshoting you're snaps https://t.co/zWnKKCtTNy,negative
846,"RT @WBrettWilson: Why can't @WestJet depart on time?

Once again we leave the gate 5 minutes early. 

#HowDoIPlanMyLastMinutePhoneCalls??",negative
847,@WestJet unable to check into my flight. I just DM'd you my info. Can you please help?,negative
848,@WestJet @SignTriagonal Another awesome vacation!  Coming home from @PuertoVallarta! https://t.co/sSyIooST6d,neutral
849,RT @gregcrisanti: Wooo Hoooo!!!!! Just won two tickets anywhere @WestJet flys! @CarolynKatie <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><U+2708><U+FE0F>,negative
850,Useless @aircanada One year later flight 1867 once AGAIN delayed with arrival to early hours of the am. Same thing last year. Hello @westjet,negative
851,"Not sure what design is on the wing but it looks kind of cool in this picture? @WestJet #pvr to #yeg March 17, 2017… https://t.co/IMVaOlMOUq",positive
852,RT @trudeauisscum: Never trust @WestJet with your pets! @AirCanada @CBCAlerts @CBCPolitics @calgarysun @torontosun,negative
853,@WestJet For example: Calgary-New York-Toronto-Calgary,negative
854,@WestJet Is there a price difference if I book separate  one way flights compared to booking a round trip flight with multiple stops?,negative
855,Never trust @WestJet with your pets! @AirCanada @CBCAlerts @CBCPolitics @calgarysun @torontosun,negative
856,@WestJet So I can't do it with the website?,neutral
857,Wooo Hoooo!!!!! Just won two tickets anywhere @WestJet flys! @CarolynKatie <ed><U+00A0><U+00BD><ed><U+00B8><U+0085><U+2708><U+FE0F>,negative
858,@WestJet am I able to book a flight with multiple destinations?,neutral
859,@JonFraser1965 @AirCanada that's why I fly @WestJet only. They do care.,negative
860,I cannot believe a last minute flight to Ottawa is nearly $700! Really! I will drive before I pay that for a 46 minute flight. @WestJet,negative
861,@WestJet can you help please? Stuck at the gate in Orlando and they won't let us off the plane.,negative
862,@WestJet is there someone from customer service to speak with regarding this experience?,negative
863,Will absolutely never fly @united again. So glad there are other great options out there! Should have booked with @WestJet!! #lessonlearned,positive
864,@WestJet lovely ty for your help,negative
865,@WestJet thanks for the info,positive
866,"@WestJet as in credit expires June 20th, could I use it to buy tickets before June but fly in September for example?",neutral
867,@WestJet @BrianFrey3 then answer my tweets from yesterday <ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1><ed><U+00A0><U+00BD><ed><U+00B8><U+00A1>,negative
868,@WestJet yes but does that mean the date I buy the ticket has to be in the 12 months as well as the flights?,negative
869,"@WestJet ty and the use year from issue rule, does that apply to purchase date or flight date?",neutral
870,@WestJet please update the app. Booking a flight is glitchy. Messed my booking up. Either 24hr clock or not... can'… https://t.co/MBo96BInAV,negative
871,@WestJet or can they be on our phones?,neutral
872,@WestJet can I print them from my computer later?,neutral
873,"@WestJet hiya, im doing some flight homework to visit home in the near future, how do I use my travel bank? Tia",negative
874,@WestJet if I check in on line can I print my boarding passes later?,neutral
875,@sangita_patel Luckily for you you're in the @WestJet bird and not the @AirCanada plane. Have fun!,positive
876,RT @BradReitzel: @WestJet ters Do care! Thanks for the cookies while stuck on the hotel shuttle in Montreal! #montrealstorm #westjetcookies…,negative
877,@WestJet ters Do care! Thanks for the cookies while stuck on the hotel shuttle in Montreal! #montrealstorm… https://t.co/97Sqfuobsr,negative
878,@WestJet Thank you for another #greatflight on WJ1245 today! Fantastic crew with sense of humour! #westjetrocks,positive
879,"Riding coaster @Official_WEM with son. Wallet goes flying out my pocket, son says ""it's your wallet! I can see the @WestJet m/c flying"".",positive
880,@WestJet on WS2378 to #huatulco can't wait,negative
881,"RT @JerRoberts11: hey @WestJet just witnessed a family of 5 get told 'if you miss your connector flight, we won't pay for your hotel room.'…",negative
882,@WestJet the flight attendant's #dadjokes on YZZ-BOS are amazing,positive
883,@WestJet shout-out to Jamie at customer service desk Calgary! #thanksforhelpingmeout!!!,negative
884,"""The Ride Home"" - @westjet 737-800 being guided in at Honolulu International Airport. #westjet… https://t.co/pH8rAswZ6k",positive
885,"Where journeys begin. 

#yqq #comoxvalley #vancouverisland @WestJet @AirCanada https://t.co/EfknEOHU3d",neutral
886,@haneycodes so I didn't need help but he helped without being annoying. @WestJet,negative
887,@haneycodes the guy at check in legitimately wanted to help (I looked lost I think but I was just opening my boarding pass) @WestJet,negative
888,@WestJet  Great flight from Halifax to Ottawa yesterday. Amazing service by Row Bayanin &amp; Alexis Ducharme!,positive
889,@WestJet @bostonseafood  Yes. They have our  address here to deliver the bag if they find it.,neutral
890,RT @victoriiablack: fuck you @WestJet,negative
891,"Watch the #NHL LIVE on Sport aboard @WestJet on 19th March: #Canucks @ #Oilers 02:00 GMT, #Sens @ #Canadiens 23:30… https://t.co/zbemBLlxHh",neutral
892,fuck you @WestJet,negative
893,"@WestJet  Great flight YHZ to BOS this afternoon except luggage lost with my samples for the Boston Seafood Show
...@bostonseafood",negative
894,@TorontoPearson @WestJet Terrible scheduling - a shift change delays baggage pick up more than an hour. Brutal.,negative
895,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
896,@derksecond @WestJet just fall asleep in the car and on the plane<ed><U+00A0><U+00BD><ed><U+00B8><U+0098>,negative
897,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
898,@WestJet - great checkin process today at pearson. Shout out to Kendrick who was super helpful,positive
899,"@WestJet great, thank you!",positive
900,@WestJet how do I add checked baggage to a ticket that I've already booked?,negative
901,Great winter sunset on Thursday evening with @Westjet ! #avgeek https://t.co/07vxDQoWEm,positive
902,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
903,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
904,@WestJet Thanks!,positive
905,@WestJet Do you offer a 24 hour cancellation right after booking a flight?,negative
906,"@jclemy @WestJet flying them in July for visit home, been a few years, hope they're still good!",neutral
907,Flying is a lot nicer when you get great service at the start. Thanks @WestJet,positive
908,"While #BoycottHawaii is trending in the US, @WestJet is placing ads in Canada to get us there...",negative
909,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
910,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
911,RT @WestJet: 9 facts you may not know about #StPatricksDay! https://t.co/Sy62vdM4TK (via @GoToIrelandCA) https://t.co/vTAHr9AwuA,neutral
912,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
913,Landing @FlyEIA :) thanks @WestJet once again #ymm to #yeg https://t.co/YcrePYMcm3,positive
914,Take off from @FlyYYC this morning via @WestJet #yyc https://t.co/otNcd5Rx7A,negative
915,RT @CdnSportTourism: Meet @GranFondoBSM  #PRESTIGE Award finalist:CSTA Sport Tourism Organization of the Year Award presented by @WestJet #…,neutral
916,"RT @WestJet: ""It's a beautiful world up here."" - via landonpetty on Instagram <U+2708><U+FE0F> #WestJet https://t.co/7RHsLjZZiV",neutral
917,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
918,#WestJet #flyyow anyone find an iPad mini on a flight that landed at YOW last night? @FlyYOW @WestJet,negative
919,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
920,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
921,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
922,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
923,RT @WestJet: Great news. Thanks for sharing everyone. https://t.co/GY3nOzov0Y,positive
924,Coming up on 3 wks waiting for a response on an email request from @WestJet They say it may take 5 wks. Worst customer service of any flyer!,negative
925,In 19 hours I will be on a @WestJet plane to Cancun to spend a week in Tulum and I cannot wait! https://t.co/qJSgFcVXBX,negative
926,@WestJet absolutely disgusting!  I have a baby!!,negative
927,"@WestJet hitting the 1 hr 45 min mark to check in, first in line and they call all passengers for another flight leaving at the same time!",negative
928,@NicoleBoyHouse @WestJet the Rockies are definitely a favourite :),positive
929,@WestJet can I use my companion vouchers on your code share airlines?,negative
930,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
931,@MommyMoments @WestJet I also recommend!,negative
932,@WestJet are you delaying flights?  People are panicking.  This is disgusting.  No food or drinks in terminal for my small children,negative
933,"Have you been to the Canadian Rockies? I recommend it! 
RT: @WestJet https://t.co/PQP2RJ0HUJ",neutral
934,@WestJet Fort Lauderdale.  The sheriff has now come for crowd control.  How is this good customer service?,positive
935,@WestJet line is out the door and around the corner.,negative
936,"@WestJet the line is out the door and around the corner, 2 check in booths.  We have been in line for over an hour, not even close",negative
937,"@WestJet I don't doubt that, but either your flight scheduling or your staffing level has to change. This is ridiculous.",negative
938,"@WestJet your FLL check in counter is overwhelmed. Huge lines, barely moving.",negative
939,RT @CdnSportTourism: Meet @SportBurnaby  #PRESTIGE Award finalist: CSTA Sport Tourism Organization of the Year Award presented by @WestJet…,neutral
940,RT @K945Moncton: Congrats to the crew @WestJet for showing us your green!  Hopefully you enjoyed your St. Paddy's Day snacks courtesy of @s…,positive
941,@WestJet Amazing flight to Gatwick from Toronto and back. Crew was amazing. Best airline. https://t.co/SfODip6cKL,positive
942,"Gotta b honest @AirCanada dont feel like we are being taken care of at all, total runaraund. @WestJet please help.",negative
943,RT @HJarmain: @FlyYYC from the runway this morning. @WestJet flight 545. https://t.co/boH9OlhKE8,negative
944,Lovely morning for #aviation at @flyYYG! @WestJet #Charlottetown #pei https://t.co/F3GHnzkeSd,neutral
945,@WestJet @mceachel we now land 7 hours later to our destination and will be wasting our only free day in an airport. Could you help?,negative
946,Extremely displeased w/ @WestJet for lying about why they randomly cancelled our flight.Stuck traveling over 25+ hours to try and get home,negative
947,"RT @ItalianIceCream: .@WestJet did it again. The #WestJetChristmas video is here and I love the #SurpriseFromAbove.
https://t.co/z9zw9S3oL7",negative
948,"RT @krishibo: Delay in Calgary 4 over a day as my flight to Gatwick via Toronto has been cancelled due to ""operational issues"" @WestJet #mi…",negative
949,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
950,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
951,RT @derksecond: Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
952,Please postpone my flight to a later time I'm exhausted :( @WestJet,negative
953,.@MA_Sharks @RockStarLydia should have hopped an @WestJet flight to Ireland #StPaddysDay,negative
954,@EdmontonOilers bought my husband and son tix to go see you for our 20th Anni! Flying in from Vancouver @WestJet… https://t.co/tqEW0gahDB,neutral
955,@WBrettWilson @WestJet cry me a river botch,negative
956,Airline Snapshot: @WestJet #Airlines Ltd. - #AviationWeek : https://t.co/8nkXIq7WVc,neutral
957,"@ElleStAubyn @WestJet . @westjet is trash they lost my bag. But anyway, where did you go?",negative
958,@MichelleLBerg @CageYYC @ScottCrockatt @WestJet I bet their service team would like to know more.,neutral
959,.@cageyyc @ScottCrockatt @robcaz - what's worse is he was an @WestJet employee! He helped clean! Seat 25 A WS 1474,positive
960,"Delay in Calgary 4 over a day as my flight to Gatwick via Toronto has been cancelled due to ""operational issues"" @WestJet #missedonwardtrain",negative
961,RT @WestJet: 9 facts you may not know about #StPatricksDay! https://t.co/Sy62vdM4TK (via @GoToIrelandCA) https://t.co/vTAHr9AwuA,neutral
962,@WestJet would appreciate to have all three seats together and breakfast. Our evening and brkfst plans are now ruined. :(,positive
963,"@WestJet we're working on it at the moment. Instead of a nice family breakfast in the am, we're now trying to get on a 7am flight. :(",negative
964,We haven't had best customer service experiences this March Break. @westjet @Official_WEM + @DiscountCar have left us less than satisfied.,negative
965,OMG. Tomorrow's flight just got cancelled w/ @WestJet. Now we either have to fly 7am direct or 8pm w/ separate layovers for the 3 of us. SMH,negative
966,@WBrettWilson @WestJet makes me wanna fly @WestJet more and buy more shares,positive
967,RT @WestJet: 9 facts you may not know about #StPatricksDay! https://t.co/Sy62vdM4TK (via @GoToIrelandCA) https://t.co/vTAHr9AwuA,neutral
968,@WestJet will call the gold support line tomorrow. Thanks for trying to help have a good evening,positive
969,"@WestJet someone missinformed your agents, and we witnessed the other planes leaving ontime",negative
970,@WestJet we were told it was only WestJet all other flights left ontime,negative
971,"@WestJet For all your Commercial real estate needs: StevenGill@Live.Ca at Marcus+Millichap: Vancouver, 604-704-2703<ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00B7><U+00A8><ed><U+00A0><U+00BC><ed><U+00B7><U+00A6>",negative
972,@westjet again ?B737  #plane almost CRASHED into water at Princess JULIANA airport - st.Martin https://t.co/9ALWGvTW4r via @YouTube,negative
973,"@WestJet 

Flight delay because of computer over 2 hrs late.  Live in  Ottawa won't be awake enough to drive home booked hotel in Montreal.",negative
